JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456034.39770,13.470,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.307,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.39844,13.495,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.310,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456034.39918,13.497,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.313,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.39996,13.490,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.317,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.40070,13.497,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.320,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456034.40147,13.496,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.323,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456034.40221,13.464,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.327,Z,,11.528,,HU CNC,AAVSO,STD,,,,
2456034.40298,13.488,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.330,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456034.40373,13.502,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.333,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456034.40449,13.496,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.337,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456034.40523,13.485,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.340,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.40597,13.470,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.344,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456034.40675,13.453,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.347,Z,,11.511,,HU CNC,AAVSO,STD,,,,
2456034.40749,13.513,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.351,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456034.40825,13.476,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.355,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456034.40903,13.479,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.359,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456034.40977,13.470,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.362,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456034.41051,13.463,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.366,Z,,11.536,,HU CNC,AAVSO,STD,,,,
2456034.41129,13.474,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.370,Z,,11.514,,HU CNC,AAVSO,STD,,,,
2456034.41203,13.472,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.374,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456034.41279,13.500,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.378,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456034.41353,13.472,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.382,Z,,11.515,,HU CNC,AAVSO,STD,,,,
2456034.41431,13.479,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.386,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456039.33486,13.522,0.026,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.175,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456039.33646,13.534,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.177,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456039.33798,13.536,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.179,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456039.33949,13.528,0.048,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.182,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456039.34099,13.517,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.184,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.34248,13.536,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.187,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456039.34397,13.524,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456039.34547,13.557,0.001,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.193,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456039.34697,13.552,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.196,Z,,11.540,,HU CNC,AAVSO,STD,,,,
2456039.34849,13.541,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.199,Z,,11.544,,HU CNC,AAVSO,STD,,,,
2456039.34998,13.519,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.202,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456039.35149,13.533,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.205,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456039.35299,13.536,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.209,Z,,11.535,,HU CNC,AAVSO,STD,,,,
2456039.35447,13.525,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.212,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456039.35599,13.524,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.216,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456039.35750,13.529,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.220,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456039.35902,13.535,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.224,Z,,11.538,,HU CNC,AAVSO,STD,,,,
2456039.36053,13.546,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.228,Z,,11.544,,HU CNC,AAVSO,STD,,,,
2456039.36204,13.540,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.232,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456039.36356,13.531,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.236,Z,,11.538,,HU CNC,AAVSO,STD,,,,
2456039.36508,13.539,0.027,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.241,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.36658,13.538,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.245,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456039.36809,13.558,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.250,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456039.36960,13.555,0.001,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.255,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456039.37113,13.562,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.259,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456039.37263,13.539,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.264,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456039.37411,13.543,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.270,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456039.37564,13.562,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.275,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456039.37713,13.550,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.280,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456039.37865,13.540,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.286,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.38017,13.575,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.292,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.38165,13.554,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.297,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456039.38313,13.555,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.303,Z,,11.540,,HU CNC,AAVSO,STD,,,,
2456039.38464,13.545,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.310,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456039.38614,13.540,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.316,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.38766,13.551,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.322,Z,,11.564,,HU CNC,AAVSO,STD,,,,
2456039.38916,13.555,0.036,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.329,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456039.39064,13.537,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.336,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456039.39217,13.551,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.343,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456039.39367,13.552,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.350,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456039.39519,13.547,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.365,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456039.39825,13.540,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.373,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.39975,13.564,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.381,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.40128,13.537,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.389,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456039.40280,13.574,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.397,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456039.40433,13.539,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.406,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456039.40581,13.540,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.414,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456039.40733,13.566,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.423,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456039.40884,13.561,0.026,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.432,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456039.41034,13.556,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.442,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456039.41183,13.562,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.451,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456039.41335,13.569,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.461,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456039.41486,13.569,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.471,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456039.41638,13.545,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.482,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456039.41792,13.558,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.492,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456039.41941,13.547,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.503,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456039.42093,13.551,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.514,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456040.32974,13.545,0.060,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.171,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456040.33125,13.520,0.057,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.173,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456040.33273,13.558,0.030,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.175,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456040.33424,13.519,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.178,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456040.33578,13.549,0.037,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.180,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456040.33728,13.564,0.032,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.183,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456040.33877,13.521,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.185,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456040.34029,13.534,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.188,Z,,11.544,,HU CNC,AAVSO,STD,,,,
2456040.34178,13.531,0.034,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.191,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456040.34328,13.560,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.194,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456040.34478,13.519,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.197,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456040.34636,13.529,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.200,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456040.34786,13.539,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.203,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456040.34938,13.565,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.207,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456040.35089,13.528,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.210,Z,,11.544,,HU CNC,AAVSO,STD,,,,
2456040.35240,13.524,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.214,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456040.35392,13.567,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.218,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456040.35544,13.537,0.044,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.222,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456040.35695,13.560,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.225,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456040.35845,13.559,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.230,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456040.35997,13.545,0.001,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.234,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456040.36149,13.519,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.238,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456040.36297,13.527,0.076,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.242,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456040.36447,13.563,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.247,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456040.36601,13.554,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.252,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456040.36750,13.562,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.256,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456040.36901,13.540,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.261,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456040.37051,13.537,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.266,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456040.37199,13.552,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.272,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456040.37350,13.548,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.277,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456040.37500,13.559,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.282,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456040.37651,13.534,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.288,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456040.37802,13.543,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.294,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456040.37950,13.552,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.300,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456040.38101,13.558,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.306,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456040.38254,13.562,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.312,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456040.38403,13.547,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.318,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456040.38558,13.541,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.325,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456040.38710,13.558,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.332,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456040.38861,13.531,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.339,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456040.39011,13.521,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.346,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456040.39165,13.550,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.353,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456040.39317,13.561,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.361,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456040.39467,13.542,0.031,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.368,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456040.39616,13.559,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.376,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456040.39768,13.538,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.384,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456040.39917,13.541,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.392,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456040.40068,13.564,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.400,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456040.40218,13.534,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.409,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456040.40369,13.536,0.027,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.418,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456040.40520,13.539,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.427,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456040.40671,13.558,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.436,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456040.40821,13.552,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.446,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456040.40971,13.564,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.455,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456040.41125,13.560,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.465,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456040.41274,13.562,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.475,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456040.41426,13.559,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.486,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456040.41577,13.567,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.496,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456040.41728,13.561,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.507,Z,,11.539,,HU CNC,AAVSO,STD,,,,
2456040.41876,13.644,0.034,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.518,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456040.42025,13.548,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.530,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456040.42176,13.557,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.542,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456040.42324,13.552,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.553,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456040.42472,13.561,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.565,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456040.42626,13.560,0.036,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.578,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456040.42780,13.525,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.592,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456054.34175,13.463,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.301,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456054.34399,13.450,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.310,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456054.34625,13.467,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.320,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456054.34852,13.474,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.330,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456054.35081,13.462,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.340,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456054.35310,13.470,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.351,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456054.35538,13.455,0.088,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.362,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456054.35790,13.450,0.030,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.375,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456054.36141,13.448,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.394,Z,,11.539,,HU CNC,AAVSO,STD,,,,
2456054.36542,13.458,0.064,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.417,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456054.36819,13.444,0.028,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.433,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456054.37045,13.441,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.447,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456054.37269,13.441,0.031,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.462,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456056.34333,13.493,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.331,Z,,11.569,,HU CNC,AAVSO,STD,,,,
2456056.34565,13.509,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.341,Z,,11.570,,HU CNC,AAVSO,STD,,,,
2456056.34791,13.521,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.352,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456056.35017,13.495,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.363,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456056.35242,13.524,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.375,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456056.35472,13.496,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.387,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456056.35698,13.504,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.399,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456056.35926,13.509,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.412,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456056.36154,13.495,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.426,Z,,11.567,,HU CNC,AAVSO,STD,,,,
2456056.36381,13.509,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.440,Z,,11.567,,HU CNC,AAVSO,STD,,,,
2456056.36607,13.510,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.454,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456056.36835,13.495,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.469,Z,,11.574,,HU CNC,AAVSO,STD,,,,
2456056.37059,13.499,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.484,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456056.37286,13.489,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.501,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456056.37512,13.494,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.517,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456056.37739,13.501,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.535,Z,,11.567,,HU CNC,AAVSO,STD,,,,
2456217.6849,13.197,0.060,,V,HPIA,,NA,,9407ATD,,1,,Z,,,,HU CNC,AAVSO,STD,,,,
2456217.68494,13.197,0.060,,V,HPIA,,ENSEMBLE,EX CNC,9407ATD,,0,1.443,Z,,10.850,,HU CNC,AAVSO,STD,,,,
2456273.5583,13.498,0.034,,V,MMN,,A M67 021,B M67 030,,TELESCOPE SCHMIDT-CASSEGRAIN 0.25M-F/10.0 + CCD KAF0261E,0,,Z,10.290,10.450,,HU CNC,UAI,STD,,,,
2456331.4637,13.525,0.025,,V,MMN,,A M67 021,B M67 030,,TELESCOPE SCHMIDT-CASSEGRAIN 0.25M-F/10.0 + CCD KAF0261E,0,,Z,10.290,10.450,,HU CNC,UAI,STD,,,,
2456372.33541,13.496,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.196,Z,,11.538,,HU CNC,AAVSO,STD,,,,
2456372.34175,13.489,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.184,Z,,11.535,,HU CNC,AAVSO,STD,,,,
2456372.34803,13.499,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.174,Z,,11.537,,HU CNC,AAVSO,STD,,,,
2456372.35436,13.481,0.032,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.535,,HU CNC,AAVSO,STD,,,,
