JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2454130.4379,12.820,0.073,,R,MMN,,HENDEN M67 021,HENDEN M67 030,,TELESCOPE SCHMIDT-CASSEGRAIN 0.20M-F/10.0 + CCD KAF0400,0,,Z,9.630,9.880,,HU CNC,UAI,STD,,,,
2454503.4898,12.872,0.076,,R,MMN,,A M67 021,B M67 030,,,0,,Z,9.630,9.880,,HU CNC,UAI,STD,,,,
2454504.5618,12.872,0.064,,R,MMN,,A M67 021,B M67 030,,TELESCOPE SCHMIDT-CASSEGRAIN 0.20M-F/10.0 + CCD KAF0402ME,0,,Z,9.630,9.880,,HU CNC,UAI,STD,,,,
2454507.4481,12.880,0.067,,R,MMN,,A M67 021,B M67 030,,TELESCOPE SCHMIDT-CASSEGRAIN 0.20M-F/10.0 + CCD KAF0402ME,0,,Z,9.630,9.880,,HU CNC,UAI,STD,,,,
2454540.42,13.5,,,V,BOA,,NA,,,,0,,Z,,,,HU CNC,AFOEV,STD,,,,
2454855.5147,12.965,0.072,,R,MMN,,HENDEN M67 039,HENDEN M67 030,,,0,,Z,10.160,9.900,,HU CNC,UAI,STD,,,,
2455207.7699,13.398,0.009,,V,DKS,,ENSEMBLE,GSC0814-1055,TYCHO,ENSEMBLE: GSC0814-1011;GSC0814-2047;GSC0814-1109;GSC0814-1225,0,,Z,11.020,12.480,,HU CNC,,STD,,,,
2455207.7852,13.397,0.004,,V,DKS,,ENSEMBLE,GSC0814-1055,TYCHO,ENSEMBLE: GSC0814-1011;GSC0814-2047;GSC0814-1109;GSC0814-1225,0,,Z,11.020,12.477,,HU CNC,,STD,,,,
2455208.8028,13.415,0.006,,V,DKS,,ENSEMBLE,GSC0814-1055,TYCHO,ENSEMBLE: GSC0814-1011;GSC0814-2047;GSC0814-1109;GSC0814-1225,0,,Z,11.020,12.481,,HU CNC,,STD,,,,
2455270.4609,12.898,0.072,,R,MMN,,A M67 021,B M67 030,HENDEN,,0,,Z,9.630,9.880,,HU CNC,UAI,STD,,,,
2455973.4898,13.419,0.022,,V,MMN,,A M67 021,B M67 030,,TELESCOPE SCHMIDT-CASSEGRAIN 0.25M-F/10.0 + CCD KAF0261E,0,,Z,10.290,10.450,,HU CNC,UAI,STD,,,,
2456006.31929,13.435,0.035,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.241,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456006.32302,13.425,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.231,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456006.32678,13.426,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.221,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456006.33113,13.421,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.210,Z,,11.564,,HU CNC,AAVSO,STD,,,,
2456006.33504,13.453,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.201,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456006.33883,13.432,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.193,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456006.34262,13.421,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.186,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456006.34639,13.434,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.180,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456006.35017,13.436,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.174,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456006.35395,13.428,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.169,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456006.35779,13.415,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.164,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456006.36167,13.430,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.160,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456006.36604,13.434,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456006.36979,13.423,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456006.37359,13.415,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456006.37739,13.415,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456006.38123,13.419,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456006.38518,13.426,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456006.38894,13.427,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456006.39272,13.424,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456006.39648,13.422,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456006.40026,13.415,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456006.40404,13.420,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456006.40778,13.410,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456006.41199,13.426,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456006.41617,13.413,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.164,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456006.41996,13.412,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.168,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456006.42371,13.416,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.173,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456006.42773,13.416,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.180,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456006.43195,13.431,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.187,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456006.43567,13.433,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.194,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456006.43940,13.443,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.202,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456006.44329,13.447,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.210,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456006.44764,13.453,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.221,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456006.45137,13.455,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.231,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456009.30561,13.448,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.259,Z,,11.507,,HU CNC,AAVSO,STD,,,,
2456009.31011,13.459,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.245,Z,,11.512,,HU CNC,AAVSO,STD,,,,
2456009.31385,13.455,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.234,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456009.31762,13.450,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.224,Z,,11.533,,HU CNC,AAVSO,STD,,,,
2456009.32137,13.457,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.214,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456009.32513,13.451,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.205,Z,,11.528,,HU CNC,AAVSO,STD,,,,
2456009.32891,13.451,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.197,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456009.33270,13.458,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.531,,HU CNC,AAVSO,STD,,,,
2456009.33648,13.449,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.183,Z,,11.536,,HU CNC,AAVSO,STD,,,,
2456009.34026,13.448,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.177,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456009.34402,13.452,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.171,Z,,11.539,,HU CNC,AAVSO,STD,,,,
2456009.34779,13.450,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.537,,HU CNC,AAVSO,STD,,,,
2456009.35152,13.451,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.162,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456009.35529,13.463,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456009.35908,13.468,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.534,,HU CNC,AAVSO,STD,,,,
2456009.36292,13.473,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456009.36673,13.459,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.535,,HU CNC,AAVSO,STD,,,,
2456009.37052,13.469,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456009.37428,13.453,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456009.37805,13.458,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456009.38181,13.449,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.539,,HU CNC,AAVSO,STD,,,,
2456009.38559,13.444,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.539,,HU CNC,AAVSO,STD,,,,
2456009.38937,13.440,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.540,,HU CNC,AAVSO,STD,,,,
2456009.39314,13.439,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.538,,HU CNC,AAVSO,STD,,,,
2456009.39690,13.433,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456009.39877,13.431,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.285,Z,,11.537,,HU CNC,AAVSO,STD,,,,
2456009.40063,13.444,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.540,,HU CNC,AAVSO,STD,,,,
2456009.40438,13.429,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.160,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456009.40819,13.444,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.164,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456009.41196,13.425,0.027,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.168,Z,,11.535,,HU CNC,AAVSO,STD,,,,
2456009.41568,13.442,0.032,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.174,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456009.41926,13.427,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.179,Z,,11.536,,HU CNC,AAVSO,STD,,,,
2456009.42240,13.442,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.184,Z,,11.531,,HU CNC,AAVSO,STD,,,,
2456009.42613,13.429,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.191,Z,,11.539,,HU CNC,AAVSO,STD,,,,
2456009.42985,13.448,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.199,Z,,11.540,,HU CNC,AAVSO,STD,,,,
2456009.43361,13.439,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.207,Z,,11.536,,HU CNC,AAVSO,STD,,,,
2456009.43735,13.445,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.216,Z,,11.539,,HU CNC,AAVSO,STD,,,,
2456009.44109,13.463,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.225,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456009.44482,13.456,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.236,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456009.44855,13.450,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.247,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456009.45228,13.447,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.258,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456009.45600,13.463,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.271,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456009.45974,13.463,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.284,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456012.31423,13.509,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.212,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456012.31752,13.529,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.204,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.31974,13.530,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.199,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456012.32200,13.531,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.195,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.32425,13.520,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456012.32650,13.510,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.186,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456012.32950,13.498,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.181,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.33177,13.503,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.177,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.33403,13.504,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.174,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456012.33630,13.525,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.171,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.33857,13.521,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.168,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456012.34085,13.523,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.165,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.34311,13.514,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.162,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456012.34538,13.507,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.160,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456012.34777,13.503,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.35001,13.511,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456012.35153,13.517,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.154,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456012.35378,13.519,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456012.35605,13.510,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456012.35827,13.517,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.36053,13.492,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.528,,HU CNC,AAVSO,STD,,,,
2456012.36279,13.507,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456012.36504,13.508,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456012.36729,13.512,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456012.36955,13.500,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.37186,13.507,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456012.37414,13.516,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.37640,13.513,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456012.37869,13.514,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.38093,13.517,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.38321,13.501,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456012.38599,13.522,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.516,,HU CNC,AAVSO,STD,,,,
2456012.38849,13.522,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.39076,13.516,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.39303,13.514,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.157,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456012.39579,13.500,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456012.39832,13.497,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.162,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.40058,13.516,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.164,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456012.40285,13.509,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.167,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456012.40508,13.515,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.170,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456012.40732,13.516,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.173,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456012.40956,13.495,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.177,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456012.41233,13.517,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.181,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456012.41488,13.503,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.185,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456012.41714,13.507,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.517,,HU CNC,AAVSO,STD,,,,
2456012.41940,13.515,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.194,Z,,11.509,,HU CNC,AAVSO,STD,,,,
2456012.42164,13.502,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.199,Z,,11.514,,HU CNC,AAVSO,STD,,,,
2456012.42436,13.511,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.204,Z,,11.519,,HU CNC,AAVSO,STD,,,,
2456012.42688,13.510,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.210,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456012.42989,13.527,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.217,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456012.43212,13.507,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.223,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456012.43437,13.511,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.229,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456012.43685,13.510,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.236,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456012.43959,13.519,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.244,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456014.31407,13.580,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.200,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456014.31636,13.582,0.037,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.195,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456014.31863,13.580,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.191,Z,,11.538,,HU CNC,AAVSO,STD,,,,
2456014.32087,13.578,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.186,Z,,11.538,,HU CNC,AAVSO,STD,,,,
2456014.32310,13.558,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.183,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456014.32536,13.550,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.179,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456014.32761,13.582,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.175,Z,,11.538,,HU CNC,AAVSO,STD,,,,
2456014.32986,13.563,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.172,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456014.33212,13.557,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.169,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456014.33445,13.578,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456014.33672,13.554,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.163,Z,,11.540,,HU CNC,AAVSO,STD,,,,
2456014.33899,13.573,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456014.34126,13.552,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456014.34353,13.543,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.157,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456014.34579,13.552,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456014.34805,13.568,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456014.35033,13.562,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456014.35257,13.547,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456014.35484,13.563,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456014.35710,13.542,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456014.35937,13.545,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456014.36166,13.556,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456014.36390,13.543,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456014.36617,13.566,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456014.36842,13.566,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.540,,HU CNC,AAVSO,STD,,,,
2456014.37067,13.558,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456014.37294,13.559,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456014.37524,13.553,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456014.37752,13.556,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456014.37978,13.576,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456014.38257,13.562,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456014.38506,13.557,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.545,,HU CNC,AAVSO,STD,,,,
2456014.38733,13.565,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.157,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456014.38959,13.559,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456014.39183,13.555,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456014.39411,13.553,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.163,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456014.39638,13.555,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456014.39863,13.550,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.169,Z,,11.552,,HU CNC,AAVSO,STD,,,,
